Reference ID,Country,Product Code,Product Name,Subscription Start Date,Subscription Deactivation Date,Subscription Duration Months,Order Date Kyiv,Return Date Kyiv,Last Rebill Date Kyiv,Has Chargeback,Has Refund,Sales Agent Name,Source,Campaign Name,Total Amount ($),Discount Amount ($),Number Of Rebills,Original Amount ($),Returned Amount ($),Total Rebill Amount
GYB220127-6407-35172,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"January 28, 2022, 2:09 AM",,,No,No,Jayce,Call,AQ_9,149.00,0.00,,149.00,,
GYB220127-6407-77118,PG,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"January 27, 2022, 12:00 AM",,24,"January 27, 2022, 3:06 AM",,,No,No,Ruby,Chat,AQ_9,576.00,0.00,,576.00,,
GYB220127-8769-14129,US,gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"January 27, 2022, 12:00 AM","April 3, 2022, 12:00 AM",1,"January 27, 2022, 5:32 AM",,"February 27, 2022, 2:01 PM",No,No,Esmee,Call,BF.Upgrade,89.10,9.90,1,99.00,,24.95
GYB220127-8904-71128,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"January 27, 2022, 10:03 PM",,,No,No,Esmee,Call,AQ_1,149.00,0.00,,149.00,,
GYB220128-1532-84116,CA,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"January 28, 2022, 12:00 AM","April 30, 2022, 12:00 AM",1,"January 28, 2022, 11:02 PM",,"April 28, 2022, 9:04 PM",No,No,Esmee,Call,AQ_1,99.48,0.00,3,99.48,,61.61
GYB220128-4242-75153,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"January 28, 2022, 12:00 AM","February 28, 2022, 12:00 AM",1,"January 28, 2022, 7:38 PM",,,No,No,Esmee,Call,AQ_9,79.20,19.80,,99.00,,
GYB220128-4242-81115,CA,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"January 28, 2022, 12:00 AM","March 10, 2022, 12:00 AM",12,"January 28, 2022, 4:29 AM","March 10, 2022, 4:41 AM",,Yes,No,Jackie,Call,AQ_1,388.54,43.17,,431.71,358.83,
GYB220128-4977-22128,AU,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"January 28, 2022, 12:00 AM","August 26, 2023, 12:00 AM",1,"January 28, 2022, 7:03 AM",,"July 26, 2023, 12:41 PM",No,No,Rodger,Call,AQ_7,99.18,0.00,17,99.18,,409.04
GYB220128-4977-22147,GB,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"January 28, 2022, 12:00 AM",,36,"January 28, 2022, 5:17 PM",,,No,No,Megan,Chat,AQ_9,683.62,0.00,,683.62,,
GYB220128-5179-60121,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"January 28, 2022, 12:00 AM","February 28, 2022, 12:00 AM",1,"January 28, 2022, 4:55 PM",,,No,No,Esmee,Call,AQ_9,49.50,49.50,,99.00,,
GYB220128-8017-69132,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"January 28, 2022, 12:00 AM",,36,"January 28, 2022, 11:29 PM",,,No,No,Jackie,Call,AQ.Upgrade,581.40,102.60,,684.00,,
GYB220128-9233-66122,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"January 28, 2022, 12:00 AM","March 7, 2022, 12:00 AM",1,"January 29, 2022, 1:47 AM",,,No,No,Rinna,Chat,AQ_9,99.00,0.00,,99.00,,
GYB220129-1532-19108,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"January 29, 2022, 11:02 PM",,,No,No,Biby,Chat,AQ_9,119.20,29.80,,149.00,,
GYB220129-3398-72196,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"January 29, 2022, 12:00 AM","February 28, 2022, 12:00 AM",1,"January 30, 2022, 12:05 AM",,,No,No,Vicky,Call,AQ_25,79.20,19.80,,99.00,,
GYB220129-3398-77128,CA,aq-one-time-pc-support, Support One Time PC Support ,,,0,"January 29, 2022, 3:58 AM",,,No,No,Jackie,Call,AQ_1,74.42,74.42,,148.84,,
GYB220129-4242-71142,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"January 29, 2022, 12:00 AM","January 29, 2022, 12:00 AM",1,"January 29, 2022, 8:59 PM",,,No,No,Nick,Call,AQ_9,99.00,0.00,,99.00,,
GYB220129-5179-98137,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"January 29, 2022, 12:00 AM",,36,"January 29, 2022, 5:57 PM",,,No,No,Biby,Chat,AQ_9,684.00,0.00,,684.00,,
GYB220129-6501-56125,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"January 29, 2022, 12:00 AM","January 29, 2023, 12:00 AM",12,"January 29, 2022, 11:13 AM",,,No,No,Olivia,Chat,AQ_9,432.00,0.00,,432.00,,
GYB220129-8017-89112,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"January 29, 2022, 12:00 AM","February 28, 2022, 12:00 AM",1,"January 29, 2022, 8:07 PM",,,No,No,Esmee,Call,AQ_25,99.00,0.00,,99.00,,
GYB220130-1532-55139,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"January 30, 2022, 12:00 AM",,36,"January 30, 2022, 10:22 PM",,,No,No,Nick,Call,AQ_1,684.00,0.00,,684.00,,
GYB220130-4242-21130,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"January 30, 2022, 12:00 AM","February 28, 2022, 12:00 AM",1,"January 30, 2022, 3:09 AM",,,No,No,Vicky,Call,AQ_9,64.35,34.65,,99.00,,
GYB220130-4242-61155,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"January 30, 2022, 12:00 AM","May 30, 2022, 12:00 AM",1,"January 30, 2022, 8:33 PM",,"April 30, 2022, 11:05 AM",No,No,Jacob,Call,AQ_1,199.00,0.00,1,199.00,,19.95
GYB220130-4977-60113,AU,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"January 30, 2022, 12:00 AM","February 28, 2022, 12:00 AM",1,"January 30, 2022, 4:19 AM",,,No,No,Megan,Chat,AQ_9,49.48,49.48,,98.96,,
GYB220130-5179-82114,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"January 30, 2022, 12:00 AM","March 28, 2022, 12:00 AM",1,"January 30, 2022, 6:57 PM","March 28, 2022, 1:03 AM","February 28, 2022, 1:05 PM",Yes,No,Jacob,Call,AQ_9,64.35,34.65,1,99.00,64.35,24.95
GYB220130-5570-39129,UA,gotyourback-support-6-month-plan, Support 6-month plan,,,0,"January 30, 2022, 4:51 PM","January 30, 2022, 10:51 AM",,No,Yes,,,,199.00,19.95,,218.95,199.00,
GYB220130-5570-61108,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 30, 2022, 12:00 AM","January 31, 2022, 12:00 AM",12,"January 30, 2022, 4:45 PM","January 31, 2022, 4:14 AM",,No,Yes,,,,336.00,0.00,,336.00,336.00,
GYB220130-8017-82119,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"January 30, 2022, 12:00 AM","March 4, 2022, 12:00 AM",1,"January 31, 2022, 1:53 AM",,"February 28, 2022, 1:38 PM",No,No,Jacob,Call,AQ_25,49.50,49.50,1,99.00,,9.97
GYB220130-9233-77128,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"January 30, 2022, 12:00 AM",,36,"January 30, 2022, 5:51 AM",,,No,No,Vicky,Call,AQ_9,684.00,0.00,,684.00,,
GYB220131-1532-96120,AU,aq-one-time-pc-support, Support One Time PC Support ,,,0,"January 31, 2022, 3:37 AM",,,No,No,Nick,Chat,AQ_7,149.28,0.00,,149.28,,
GYB220131-3398-96108,CA,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"January 31, 2022, 12:00 AM",,1,"February 1, 2022, 12:54 AM",,"September 28, 2023, 11:29 AM",No,No,Vicky,Call,AQ_1,432.23,0.00,9,432.23,,173.7
GYB220131-4242-33114,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"January 31, 2022, 10:20 PM",,,No,No,,,,119.20,29.80,,149.00,,
GYB220131-4977-45114,US,gyb-support-24-month-plan-hi, Support 24-month Plan,"January 31, 2022, 12:00 AM",,24,"January 31, 2022, 10:53 PM",,,No,No,Rodger,Call,BF.Upgrade,460.80,115.20,,576.00,,
GYB220131-5570-18414,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 1:43 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-23200,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 31, 2022, 12:00 AM",12,"January 31, 2022, 11:27 AM","January 31, 2022, 4:29 AM",,No,Yes,,,,336.00,0.00,,336.00,336.00,
GYB220131-5570-24501,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 4:18 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-25301,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 31, 2022, 12:00 AM",12,"January 31, 2022, 11:40 AM","January 31, 2022, 4:42 AM",,No,Yes,,,,336.00,0.00,,336.00,336.00,
GYB220131-5570-27160,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 31, 2022, 12:00 AM",12,"January 31, 2022, 11:19 AM","January 31, 2022, 4:23 AM",,No,Yes,,,,336.00,0.00,,336.00,336.00,
GYB220131-5570-28333,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 31, 2022, 12:00 AM",12,"January 31, 2022, 12:16 PM","January 31, 2022, 5:17 AM",,No,Yes,,,,336.00,0.00,,336.00,336.00,
GYB220131-5570-31724,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 5:54 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-37532,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM",,12,"January 31, 2022, 4:25 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-38250,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 31, 2022, 12:00 AM",12,"January 31, 2022, 11:35 AM","January 31, 2022, 4:37 AM",,No,Yes,,,,336.00,0.00,,336.00,336.00,
GYB220131-5570-42756,UA,gotyourback-support-6-month-plan, Support 6-month plan,,,0,"January 31, 2022, 6:50 PM",,,No,No,,,,199.00,19.95,,218.95,,
GYB220131-5570-44764,UA,gotyourback-support-12-month-plan, Support 12-month plan,,,0,"January 31, 2022, 11:39 PM",,,No,No,,,,299.00,19.95,,318.95,,
GYB220131-5570-47128,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 31, 2022, 12:00 AM",12,"January 31, 2022, 10:29 AM","January 31, 2022, 3:36 AM",,No,Yes,,,,336.00,0.00,,336.00,336.00,
GYB220131-5570-49641,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 4:52 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-52583,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 4:41 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-59368,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 1:34 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-69446,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 1:49 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-73666,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 4:57 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-77615,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 4:44 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-86457,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 4:01 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-87556,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 4:33 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-5570-94231,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 31, 2022, 12:00 AM",12,"January 31, 2022, 11:30 AM","January 31, 2022, 4:33 AM",,No,Yes,,,,336.00,0.00,,336.00,336.00,
GYB220131-5570-94688,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"January 31, 2022, 12:00 AM","January 26, 2023, 12:00 AM",12,"January 31, 2022, 5:00 PM",,,No,No,,,,336.00,0.00,,336.00,,
GYB220131-9233-32125,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"January 31, 2022, 12:00 AM",,36,"January 31, 2022, 5:51 AM",,,No,No,Esmee,Call,AQ_9,684.00,0.00,,684.00,,
GYB220131-9233-33175,US,aq-gyb-support-6-month-plan-lo, Support 6-month Plan,"January 31, 2022, 12:00 AM","August 7, 2022, 12:00 AM",1,"February 1, 2022, 12:36 AM",,,No,No,Jacob,Call,AQ_25,199.20,49.80,,249.00,,
GYB220201-4242-44123,US,gyb-support-36-month-plan-hi, Support 36-month Plan,"February 1, 2022, 12:00 AM","February 1, 2025, 12:00 AM",36,"February 1, 2022, 11:14 PM",,,No,No,Esmee,Call,BF.Upgrade,684.00,0.00,,684.00,,
GYB220201-5570-22118,UA,aq-gyb-support-12-month-plan, Support 12-month plan,"February 1, 2022, 12:00 AM",,1,"February 1, 2022, 5:09 PM",,"March 8, 2022, 7:19 PM",No,No,,,,336.00,0.00,2,336.00,,39.9
GYB220202-1532-21125,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 2, 2022, 12:00 AM","February 9, 2023, 12:00 AM",1,"February 2, 2022, 10:36 PM",,"January 3, 2023, 8:04 PM",No,No,Vicky,Call,AQ_9,49.50,49.50,11,99.00,,109.67
GYB220202-1532-71174,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"February 2, 2022, 12:00 AM","February 2, 2023, 12:00 AM",12,"February 3, 2022, 12:38 AM",,,No,No,Megan,Chat,AQ_9,432.00,0.00,,432.00,,
GYB220202-3398-32117,US,aq-gyb-support-24-month-plan, Support 24-month plan,"February 2, 2022, 12:00 AM","February 2, 2024, 12:00 AM",24,"February 3, 2022, 2:56 AM",,,No,No,Rodger,Call,AQ.Upgrade,432.00,0.00,,432.00,,
GYB220202-5179-53105,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"February 2, 2022, 3:48 AM",,,No,No,,,,119.20,29.80,,149.00,,
GYB220202-9233-91123,AU,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 2, 2022, 12:00 AM","March 2, 2022, 12:00 AM",1,"February 3, 2022, 2:45 AM",,,No,No,Esmee,Call,AQ_7,49.47,49.47,,98.94,,
GYB220203-4977-81116,US,gyb-support-36-month-plan-hi, Support 36-month Plan,"February 3, 2022, 12:00 AM",,36,"February 4, 2022, 1:46 AM",,,No,No,Rodger,Call,BF.Upgrade,478.80,205.20,,684.00,,
GYB220203-6501-17170,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"February 4, 2022, 2:35 AM",,,No,No,Rinna,Chat,AQ_9,149.00,0.00,,149.00,,
GYB220203-6501-56143,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"February 3, 2022, 9:32 PM",,,No,No,Jacob,Call,AQ_9,74.50,74.50,,149.00,,
GYB220203-6501-77116,AU,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 3, 2022, 12:00 AM","March 3, 2022, 12:00 AM",1,"February 3, 2022, 3:37 AM",,,No,No,Esmee,Call,AQ_7,64.31,34.63,,98.94,,
GYB220203-8017-20116,AU,gyb-support-12-month-plan, Support 12-month plan,"February 3, 2022, 12:00 AM",,1,"February 3, 2022, 8:43 PM",,"October 3, 2023, 11:04 AM",No,No,Esmee,Call,AQ.Upgrade,336.25,0.00,9,336.25,,168.08
GYB220203-9233-51120,GB,aq-one-time-pc-support, Support One Time PC Support ,,,0,"February 3, 2022, 3:01 PM",,,No,No,Biby,Chat,AQ_9,149.31,0.00,,149.31,,
GYB220204-3398-78138,CA,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"February 4, 2022, 12:00 AM",,36,"February 4, 2022, 7:50 PM",,,No,No,Esmee,Call,AQ_1,683.97,0.00,,683.97,,
GYB220204-3398-79166,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"February 4, 2022, 12:00 AM","January 10, 2023, 12:00 AM",1,"February 5, 2022, 12:03 AM",,"January 4, 2023, 11:03 AM",No,No,Esmee,Call,AQ_9,199.00,0.00,9,199.00,,179.55
GYB220204-5179-13139,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 4, 2022, 12:00 AM","April 4, 2022, 12:00 AM",1,"February 4, 2022, 5:36 PM",,"March 4, 2022, 12:07 PM",No,No,Jacob,Call,AQ_9,99.00,0.00,1,99.00,,19.95
GYB220204-5179-79108,US,gyb-support-6-month-plan-lo, Support 6-month Plan,"February 4, 2022, 12:00 AM","November 2, 2022, 12:00 AM",1,"February 4, 2022, 3:29 AM",,"October 4, 2022, 1:48 PM",No,No,Rodger,From Support,BF.Upgrade,211.65,37.35,3,249.00,,59.85
GYB220204-6501-40120,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 4, 2022, 12:00 AM","February 4, 2022, 12:00 AM",1,"February 4, 2022, 4:27 AM","February 4, 2022, 3:28 PM",,No,Yes,Rodger,Call,AQ_9,49.50,49.50,,99.00,49.50,
GYB220204-8017-76129,CA,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"February 4, 2022, 12:00 AM","March 1, 2022, 12:00 AM",12,"February 4, 2022, 3:59 AM","March 1, 2022, 12:30 PM",,No,Yes,Rinna,Chat,AQ_9,432.28,0.00,,432.28,401.53,
GYB220205-1532-40144,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"February 5, 2022, 7:10 PM",,,No,No,Jacob,Call,AQ_9,149.00,0.00,,149.00,,
GYB220205-1532-89107,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"February 5, 2022, 12:00 AM","December 15, 2022, 12:00 AM",36,"February 5, 2022, 3:25 AM",,,No,No,Megan,From Support,AQ.Upgrade,513.00,171.00,,684.00,,
GYB220205-4977-12146,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 5, 2022, 12:00 AM","March 5, 2022, 12:00 AM",1,"February 6, 2022, 2:37 AM",,,No,No,Esmee,Call,AQ_9,49.50,49.50,,99.00,,
GYB220205-6501-14156,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"February 5, 2022, 12:00 AM","April 12, 2023, 12:00 AM",1,"February 5, 2022, 6:00 AM",,"March 5, 2023, 2:20 PM",No,No,Vicky,Call,AQ_9,199.00,0.00,11,199.00,,219.45
GYB220205-6501-27168,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"February 5, 2022, 12:00 AM","February 5, 2023, 12:00 AM",12,"February 5, 2022, 3:21 PM",,,No,No,,,,432.00,0.00,,432.00,,
GYB220205-9233-32114,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"February 5, 2022, 12:00 AM","March 5, 2022, 12:00 AM",1,"February 6, 2022, 1:16 AM",,,No,No,Esmee,Call,AQ_9,49.50,49.50,,99.00,,
GYB220206-8017-49132,AU,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"February 6, 2022, 12:00 AM","February 23, 2022, 12:00 AM",36,"February 6, 2022, 6:42 AM","February 23, 2022, 7:54 PM",,No,Yes,Esmee,Call,AQ_7,683.47,0.00,,683.47,480.66,
GYB220206-9233-36137,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"February 6, 2022, 12:00 AM",,36,"February 6, 2022, 11:58 PM","April 29, 2022, 9:17 AM",,No,Yes,Nick,Call,AQ_9,684.00,0.00,,684.00,535.00,
GYB220206-9233-87112,CA,gyb-support-36-month-plan-hi, Support 36-month Plan,"February 6, 2022, 12:00 AM",,36,"February 6, 2022, 5:42 PM",,,No,No,Rodger,Call,BF.Upgrade,580.95,102.52,,683.47,,
GYB220207-3398-46122,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"February 7, 2022, 12:00 AM",,36,"February 7, 2022, 11:34 PM",,,No,No,Jules,Chat,AQ_9,684.00,0.00,,684.00,,
GYB220207-4977-14110,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 7, 2022, 12:00 AM","March 7, 2022, 12:00 AM",1,"February 7, 2022, 4:26 AM",,,No,No,Jacob,Call,AQ_9,49.50,49.50,,99.00,,
GYB220207-6501-53148,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"February 7, 2022, 12:00 AM",,1,"February 8, 2022, 2:54 AM",,"October 7, 2023, 2:05 PM",No,No,,,,99.00,0.00,20,99.00,,499
GYB220207-8017-38112,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 7, 2022, 12:00 AM","March 7, 2022, 12:00 AM",1,"February 7, 2022, 9:58 PM",,,No,No,Esmee,Call,AQ_9,49.50,49.50,,99.00,,
GYB220208-1532-60120,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 8, 2022, 12:00 AM","March 8, 2022, 12:00 AM",1,"February 8, 2022, 6:59 PM",,,No,No,Esmee,Call,AQ_9,64.35,34.65,,99.00,,
GYB220208-1532-96132,US,aq-gyb-support-6-month-plan-hi, Support 6-month Plan,"February 8, 2022, 12:00 AM","August 15, 2022, 12:00 AM",1,"February 8, 2022, 8:26 PM",,,No,No,Rinna,Chat,AQ_9,336.00,0.00,,336.00,,
GYB220208-4977-27132,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"February 8, 2022, 12:00 AM","March 8, 2022, 12:00 AM",1,"February 8, 2022, 9:25 PM",,,No,No,Esmee,Call,AQ_25,64.35,34.65,,99.00,,
GYB220208-5179-29145,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 8, 2022, 12:00 AM","March 8, 2022, 12:00 AM",1,"February 8, 2022, 10:22 PM",,,No,No,Rinna,Chat,AQ_9,99.00,0.00,,99.00,,
GYB220208-5179-48103,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"February 8, 2022, 12:00 AM","May 8, 2022, 12:00 AM",3,"February 8, 2022, 10:20 AM",,,No,No,Megan,Call,AQ_9,179.10,19.90,,199.00,,
GYB220208-9233-27117,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"February 8, 2022, 12:00 AM","October 15, 2023, 12:00 AM",1,"February 8, 2022, 8:33 PM",,"September 10, 2023, 4:32 PM",No,No,Esmee,Call,AQ_9,139.30,59.70,17,199.00,,339.15
GYB220209-5179-18117,US,gyb-support-36-month-plan-hi, Support 36-month Plan,"February 9, 2022, 12:00 AM","February 9, 2022, 12:00 AM",36,"February 9, 2022, 4:59 AM","February 9, 2022, 2:47 PM",,No,Yes,Rodger,From Support,BF.Upgrade,684.00,0.00,,684.00,684.00,
GYB220209-6501-27122,CA,aq-one-time-pc-support, Support One Time PC Support ,,,0,"February 9, 2022, 9:41 PM",,,No,No,Megan,Chat,AQ_9,111.74,37.25,,148.99,,
GYB220209-8017-14101,US,aq-gyb-support-6-month-plan-lo, Support 6-month Plan,"February 9, 2022, 12:00 AM","October 16, 2023, 12:00 AM",1,"February 9, 2022, 4:19 AM",,"September 9, 2023, 11:19 AM",No,No,Jules,Chat,AQ_9,199.20,49.80,14,249.00,,279.3
GYB220209-8017-43125,CA,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"February 9, 2022, 12:00 AM","March 14, 2022, 12:00 AM",24,"February 9, 2022, 5:22 AM","March 14, 2022, 12:05 PM",,Yes,No,Rodger,Call,AQ_9,460.43,115.11,,575.54,428.67,
GYB220209-9233-48119,US,gyb-support-36-month-plan-hi, Support 36-month Plan,"February 9, 2022, 12:00 AM",,36,"February 9, 2022, 4:42 AM",,,No,No,Rodger,From Support,BF.Upgrade,478.80,205.20,,684.00,,
GYB220210-1230-62119,CA,aq-gyb-support-6-month-plan-hi, Support 6-month Plan,"February 10, 2022, 12:00 AM","August 10, 2022, 12:00 AM",6,"February 11, 2022, 12:48 AM",,,No,No,Jayce,Call,AQ_1,268.95,67.24,,336.19,,
GYB220210-1469-55133,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 10, 2022, 12:00 AM","July 10, 2023, 12:00 AM",1,"February 11, 2022, 12:45 AM",,"June 10, 2023, 12:01 PM",No,No,Vicky,Call,AQ_9,64.35,34.65,16,99.00,,319.2
GYB220210-1469-74113,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"February 10, 2022, 12:00 AM","May 12, 2022, 12:00 AM",24,"February 10, 2022, 10:37 PM",,,No,No,Olivia,Chat,AQ_9,460.80,115.20,,576.00,,
GYB220210-1833-24119,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"February 10, 2022, 6:36 PM",,,No,No,Esmee,Call,AQ_1,74.50,74.50,,149.00,,
GYB220210-2092-53113,AU,aq-one-time-pc-support, Support One Time PC Support ,,,0,"February 10, 2022, 3:48 PM",,,No,No,Biby,Chat,AQ_9,149.11,0.00,,149.11,,
GYB220210-2756-95124,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"February 10, 2022, 12:00 AM","February 10, 2025, 12:00 AM",36,"February 10, 2022, 6:21 AM",,,No,No,Nick,Call,AQ_9,684.00,0.00,,684.00,,
GYB220210-3843-19147,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"February 10, 2022, 11:05 PM",,,No,No,Olivia,Chat,AQ_9,149.00,0.00,,149.00,,
GYB220210-4943-65122,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"February 10, 2022, 6:52 PM",,,No,No,Olivia,Chat,AQ_9,119.20,29.80,,149.00,,
GYB220210-5240-20112,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"February 10, 2022, 11:54 PM",,,No,No,Esmee,Call,AQ_9,149.00,0.00,,149.00,,
GYB220211-1469-20108,MT,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"February 11, 2022, 12:00 AM","August 18, 2022, 12:00 AM",1,"February 11, 2022, 3:34 AM",,"July 11, 2022, 12:49 PM",No,No,Megan,Chat,AQ_9,99.07,0.00,5,99.07,,95.53
GYB220211-1469-33138,AU,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"February 11, 2022, 12:00 AM",,36,"February 11, 2022, 5:10 AM",,,No,No,Vicky,Call,AQ_7,683.91,0.00,,683.91,,
